GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,CBGROUP.id,CBGROUP.display-label,SPOUSES.id,SPOUSES.display-label,YEAR.id,FIRMALL,FIRMALL_PCT,RCPALL,RCPALL_PCT,FIRMPDEMP,FIRMPDEMP_PCT,RCPPDEMP,RCPPDEMP_PCT,EMP,EMP_PCT,PAYANN,PAYANN_PCT,FIRMNOPD,FIRMNOPD_PCT,RCPNOPD,RCPNOPD_PCT,FIRMALL_S,FIRMALL_PCT_S,RCPALL_S,RCPALL_PCT_S,FIRMPDEMP_S,FIRMPDEMP_PCT_S,RCPPDEMP_S,RCPPDEMP_PCT_S,EMP_S,EMP_PCT_S,PAYANN_S,PAYANN_PCT_S,FIRMNOPD_S,FIRMNOPD_PCT_S,RCPNOPD_S,RCPNOPD_PCT_S
0100000US,,United States,,22,Utilities,,0003,Equally male-/female-owned,MA,Jointly owned but primarily operated by male spouse,2012,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$c,ECONF$S,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S
0100000US,,United States,,22,Utilities,,0003,Equally male-/female-owned,MB,Jointly owned but primarily operated by female spouse,2012,,,,,,,ECONF$S,ECONF$S,ECONF$a,ECONF$S,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,,,,,,,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S
0100000US,,United States,,22,Utilities,,0003,Equally male-/female-owned,MC,Not jointly owned by spouses,2012,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$c,ECONF$S,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S
0100000US,,United States,,22,Utilities,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,ECONF$S,ECONF$X,ECONF$c,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,ECONF$S,ECONF$X,ECONF$S,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,23,Construction,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,23,Construction,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,31-33,Manufacturing,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,31-33,Manufacturing,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,42,Wholesale trade,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,42,Wholesale trade,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,44-45,Retail trade,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,44-45,Retail trade,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,48-49,Transportation and warehousing,FNOTE$607,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,48-49,Transportation and warehousing,FNOTE$607,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,51,Information,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,51,Information,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,52,Finance and insurance,FNOTE$608,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,52,Finance and insurance,FNOTE$608,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,53,Real estate and rental and leasing,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,53,Real estate and rental and leasing,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,54,"Professional, scientific, and technical services",,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,54,"Professional, scientific, and technical services",,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,55,Management of companies and enterprises,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,55,Management of companies and enterprises,,0003,Equally male-/female-owned,LZ,Jointly owned and equally operated by spouses,2012,,,,,,,,,,,,,,ECONF$X,,ECONF$X,,,,,,,,,,,,,,ECONF$X,,ECONF$X
0100000US,,United States,,55,Management of companies and enterprises,,0003,Equally male-/female-owned,MA,Jointly owned but primarily operated by male spouse,2012,,,,,,,,,,,,,,ECONF$X,,ECONF$X,,,,,,,,,,,,,,ECONF$X,,ECONF$X
0100000US,,United States,,55,Management of companies and enterprises,,0003,Equally male-/female-owned,MB,Jointly owned but primarily operated by female spouse,2012,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$e,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X
0100000US,,United States,,55,Management of companies and enterprises,,0003,Equally male-/female-owned,MC,Not jointly owned by spouses,2012,,,,,,,,,,,,,,ECONF$X,,ECONF$X,,,,,,,,,,,,,,ECONF$X,,ECONF$X
0100000US,,United States,,55,Management of companies and enterprises,,0003,Equally male-/female-owned,MD,Total reporting,2012,,,,,,,,,,,,,,ECONF$X,,ECONF$X,,,,,,,,,,,,,,ECONF$X,,ECONF$X
0100000US,,United States,,55,Management of companies and enterprises,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,56,Administrative and support and waste management and remediation services,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,56,Administrative and support and waste management and remediation services,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,61,Educational services,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,61,Educational services,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,62,Health care and social assistance,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,62,Health care and social assistance,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,71,"Arts, entertainment, and recreation",,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,71,"Arts, entertainment, and recreation",,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,72,Accommodation and food services,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,72,Accommodation and food services,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,81,Other services (except public administration),FNOTE$609,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,81,Other services (except public administration),FNOTE$609,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X
0100000US,,United States,,99,Industries not classified,,0003,Equally male-/female-owned,A1,All firms,2012,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,,ECONF$X,ECONF$S,ECONF$X
0100000US,,United States,,99,Industries not classified,,0003,Equally male-/female-owned,LZ,Jointly owned and equally operated by spouses,2012,,,,,,,,,,,,,,ECONF$X,ECONF$S,ECONF$X,,,,,,,,,,,,,,ECONF$X,ECONF$S,ECONF$X
0100000US,,United States,,99,Industries not classified,,0003,Equally male-/female-owned,MA,Jointly owned but primarily operated by male spouse,2012,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$b,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X
0100000US,,United States,,99,Industries not classified,,0003,Equally male-/female-owned,MB,Jointly owned but primarily operated by female spouse,2012,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$b,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X
0100000US,,United States,,99,Industries not classified,,0003,Equally male-/female-owned,MC,Not jointly owned by spouses,2012,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$c,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X,,,ECONF$S,ECONF$S,,,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,ECONF$S,,ECONF$X,ECONF$S,ECONF$X
0100000US,,United States,,99,Industries not classified,,0003,Equally male-/female-owned,MD,Total reporting,2012,,,,,,,,,,,,,,ECONF$X,ECONF$S,ECONF$X,,,,,,,,,,,,,,ECONF$X,ECONF$S,ECONF$X
0100000US,,United States,,99,Industries not classified,,0003,Equally male-/female-owned,ME,Item not reported,2012,,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,ECONF$S,ECONF$X,ECONF$a,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,ECONF$S,ECONF$X,ECONF$S,ECONF$X,ECONF$S,ECONF$X,,ECONF$X,ECONF$S,ECONF$X
